ncm;aliquota_icms;aliquota_ipi;aliquota_pis;aliquota_cofins
39249000;22.50;0.00;0.00;0.00
39249000;22.50;6.50;1.65;7.60
39251000;18.00;0.00;1.65;7.60
39259090;0.00;0.00;0.00;0.00
39259090;0.00;3.25;0.00;0.00
39259090;0.00;3.25;0.65;3.00
39259090;0.00;3.25;1.65;7.60
39259090;18.00;3.25;1.65;7.60
39261000;0.00;0.00;0.00;0.00
39261000;0.00;0.00;1.65;7.60
39261000;0.00;9.75;1.65;7.60
39262000;18.00;3.25;1.65;7.60
39269040;0.00;0.00;0.00;0.00
39269040;0.00;0.00;0.65;3.00
39269040;0.00;6.50;0.00;0.00
39269040;0.00;6.50;0.65;3.00
39269040;0.00;6.50;1.65;7.60
39269040;18.00;6.50;1.65;7.60
39269090;0.00;0.00;0.00;0.00
39269090;0.00;0.00;1.65;7.60
39269090;0.00;9.75;0.00;0.00
39269090;0.00;9.75;0.65;3.00
39269090;0.00;9.75;1.65;7.60
39269090;18.00;0.00;0.65;3.00
39269090;18.00;9.75;1.65;7.60
40021110;18.00;3.25;1.65;7.60
40059190;0.00;3.25;0.00;0.00
40070019;18.00;0.00;1.65;7.60
40082900;0.00;0.00;0.00;0.00
40092210;0.00;6.50;1.65;7.60
40093100;0.00;0.00;0.00;0.00
40103200;0.00;0.00;0.00;0.00
40111000;0.00;0.00;0.00;0.00
40112090;0.00;0.00;0.00;0.00
40112090;0.00;1.30;0.00;0.00
40139000;0.00;9.75;1.65;7.60
40151200;0.00;0.00;0.00;0.00
40151900;0.00;0.00;0.00;0.00
40151900;0.00;9.75;0.00;0.00
40151900;0.00;9.75;1.65;7.60
40151900;18.00;9.75;1.65;7.60
40161090;0.00;0.00;0.00;0.00
40161090;0.00;0.00;1.65;7.60
40161090;0.00;11.70;1.65;7.60
40161090;18.00;11.70;1.65;7.60
40169200;0.00;0.00;1.65;7.60
40169300;0.00;0.00;0.00;0.00
40169300;0.00;5.20;1.65;7.60
40169990;0.00;0.00;1.65;7.60
40169990;0.00;11.70;1.65;7.60
40169990;18.00;11.70;1.65;7.60
42021210;0.00;0.00;0.00;0.00
42021210;0.00;0.00;1.65;7.60
42021210;0.00;6.50;1.65;7.60
42021220;0.00;6.50;1.65;7.60
42022210;18.00;6.50;1.65;7.60
42032900;0.00;0.00;0.00;0.00
44219900;0.00;0.00;0.00;0.00
44219900;0.00;0.00;1.65;7.60
44219900;18.00;0.00;1.65;7.60
48025610;0.00;0.00;1.65;7.60
48025810;0.00;0.00;0.00;0.00
48025810;0.00;3.25;1.65;7.60
48030090;18.00;3.25;1.65;7.60
48171000;0.00;0.00;1.65;7.60
48171000;0.00;3.25;1.65;7.60
48181000;0.00;0.00;1.65;7.60
48181000;18.00;0.00;1.65;7.60
48182000;18.00;3.25;1.65;7.60
48183000;18.00;3.25;1.65;7.60
48191000;0.00;0.00;0.00;0.00
48191000;0.00;15.00;0.00;0.00
48191000;0.00;15.00;1.65;7.60
48191000;18.00;15.00;1.65;7.60
48191000;20.50;15.00;1.65;7.60
48192000;18.00;9.75;1.65;7.60
48201000;0.00;0.00;1.65;7.60
48201000;0.00;9.75;1.65;7.60
48202000;0.00;0.00;0.00;0.00
48202000;0.00;0.00;1.65;7.60
48209000;0.00;0.00;1.65;7.60
48211000;0.00;0.00;0.00;0.00
48211000;0.00;0.00;1.65;7.60
48211000;12.00;0.00;1.65;7.60
48211000;18.00;0.00;1.65;7.60
48236900;0.00;0.00;1.65;7.60
49089000;18.00;0.00;1.65;7.60
49119900;0.00;0.00;0.00;0.00
52030000;18.00;0.00;1.65;7.60
53013000;18.00;0.00;1.65;7.60
54026900;18.00;0.00;1.65;7.60
55034000;0.00;0.00;1.65;7.60
56039240;18.00;0.00;1.65;7.60
56039290;18.00;0.00;1.65;7.60
56074900;18.00;0.00;1.65;7.60
59031000;0.00;0.00;0.00;0.00
59032000;0.00;3.25;1.65;7.60
59100000;0.00;0.00;0.00;0.00
59100000;0.00;6.50;1.65;7.60
61161000;0.00;0.00;0.00;0.00
61161000;0.00;0.00;1.65;7.60
61161000;18.00;0.00;1.65;7.60
62011300;18.00;0.00;1.65;7.60
62014000;0.00;0.00;0.00;0.00
62034300;18.00;0.00;1.65;7.60
62101000;0.00;0.00;0.00;0.00
62101000;0.00;0.00;1.65;7.60
62101000;18.00;0.00;1.65;7.60
62104000;18.00;0.00;1.65;7.60
63023100;0.00;0.00;1.65;7.60
63023200;0.00;0.00;1.65;7.60
63026000;0.00;0.00;1.65;7.60
63071000;0.00;0.00;1.65;7.60
63071000;18.00;0.00;1.65;7.60
63079010;0.00;0.00;0.00;0.00
63079010;0.00;0.00;1.65;7.60
63079010;18.00;0.00;1.65;7.60
63079090;0.00;0.00;0.00;0.00
63079090;0.00;0.00;1.65;7.60
63079090;18.00;0.00;1.65;7.60
64019200;0.00;0.00;0.00;0.00
64019200;0.00;0.00;1.65;7.60
64019200;18.00;0.00;1.65;7.60
64019990;0.00;0.00;0.00;0.00
64019990;0.00;0.00;1.65;7.60
64019990;18.00;0.00;1.65;7.60
64034000;0.00;0.00;0.00;0.00
64034000;0.00;0.00;1.65;7.60
64039190;0.00;0.00;0.00;0.00
64039190;0.00;0.00;1.65;7.60
64039990;0.00;0.00;0.00;0.00
64039990;0.00;0.00;1.65;7.60
64039990;18.00;0.00;1.65;7.60
64059000;0.00;0.00;0.00;0.00
64059000;0.00;0.00;1.65;7.60
65061000;0.00;0.00;1.65;7.60
65069100;18.00;0.00;1.65;7.60
68042211;0.00;0.00;0.65;3.00
68042211;0.00;0.00;1.65;7.60
68042219;0.00;0.00;1.65;7.60
68051000;0.00;0.00;1.65;7.60
68052000;0.00;0.00;0.65;3.00
68053090;0.00;0.00;0.00;0.00
68053090;0.00;0.00;0.65;3.00
68053090;0.00;0.00;1.65;7.60
68053090;18.00;0.00;1.65;7.60
68138190;0.00;0.00;0.00;0.00
69031030;0.00;0.00;0.65;3.00
69031030;0.00;5.20;0.65;3.00
69031030;0.00;5.20;1.65;7.60
69032020;0.00;5.20;1.65;7.60
69091100;0.00;0.00;0.00;0.00
70042000;0.00;6.50;1.65;7.60
70091000;0.00;0.00;0.00;0.00
70109011;0.00;0.00;0.65;3.00
70109011;0.00;9.75;0.65;3.00
70109011;0.00;9.75;1.65;7.60
70109022;18.00;9.75;1.65;7.60
70109090;0.00;9.75;0.65;3.00
70109090;18.00;9.75;1.65;7.60
70134290;0.00;6.50;0.00;0.00
70139900;18.00;9.75;1.65;7.60
70172000;0.00;0.00;0.00;0.00
70172000;0.00;0.00;0.65;3.00
70172000;0.00;0.00;1.65;7.60
70179000;0.00;0.00;0.00;0.00
70179000;0.00;0.00;0.65;3.00
70179000;0.00;0.00;1.65;7.60
70179000;4.00;0.00;1.65;7.60
70179000;18.00;0.00;1.65;7.60
70191500;0.00;10.00;1.65;7.60
70191900;0.00;10.00;0.65;3.00
72085300;0.00;3.25;1.65;7.60
72085400;0.00;3.25;1.65;7.60
72092600;0.00;3.25;1.65;7.60
72123000;0.00;3.25;1.65;7.60
72142000;0.00;0.00;1.65;7.60
72155000;0.00;3.25;1.65;7.60
72166110;0.00;0.00;0.65;3.00
72171090;0.00;3.25;1.65;7.60
72172090;0.00;3.25;1.65;7.60
72222000;0.00;3.25;1.65;7.60
73013031;18.00;0.00;1.65;7.60
73064000;0.00;3.25;1.65;7.60
73066100;0.00;5.00;1.65;7.60
73069090;0.00;3.25;1.65;7.60
73071990;0.00;3.25;1.65;7.60
73089010;0.00;0.00;0.65;3.00
73089010;0.00;0.00;1.65;7.60
73101000;0.00;0.00;1.65;7.60
73142000;0.00;9.75;1.65;7.60
73181200;0.00;0.00;1.65;7.60
73181200;0.00;6.50;1.65;7.60
73181400;0.00;0.00;0.65;3.00
73181400;0.00;0.00;1.65;7.60
73181400;0.00;6.50;1.65;7.60
73181500;0.00;0.00;0.00;0.00
73181500;0.00;0.00;0.65;3.00
73181500;0.00;0.00;1.65;7.60
73181500;0.00;6.50;1.65;7.60
73181600;0.00;0.00;0.65;3.00
73181600;0.00;0.00;1.65;7.60
73182100;0.00;6.50;1.65;7.60
73182200;0.00;0.00;0.00;0.00
73182200;0.00;0.00;0.65;3.00
73182200;0.00;0.00;1.65;7.60
73182200;0.00;6.50;1.65;7.60
73182300;0.00;0.00;0.00;0.00
73182400;0.00;0.00;0.00;0.00
73231000;18.00;6.50;1.65;7.60
73239300;18.00;6.50;1.65;7.60
73261900;0.00;0.00;0.65;3.00
73261900;0.00;6.50;0.00;0.00
73261900;0.00;6.50;1.65;7.60
73262000;0.00;3.25;1.65;7.60
73269090;0.00;0.00;0.00;0.00
73269090;0.00;0.00;1.65;7.60
73269090;0.00;5.00;1.65;7.60
73269090;18.00;5.00;1.65;7.60
74071010;0.00;0.00;0.65;3.00
74071010;0.00;3.25;0.65;3.00
74122000;0.00;3.25;1.65;7.60
76042920;0.00;0.00;1.65;7.60
76071910;18.00;3.25;1.65;7.60
76081000;18.00;0.00;1.65;7.60
76090000;0.00;3.25;0.00;0.00
76101000;0.00;0.00;1.65;7.60
76151000;0.00;6.50;1.65;7.60
76169900;18.00;3.25;1.65;7.60
82011000;18.00;0.00;1.65;7.60
82013000;0.00;0.00;1.65;7.60
82014000;18.00;0.00;1.65;7.60
82021000;0.00;5.20;1.65;7.60
82023100;0.00;5.20;1.65;7.60
82029100;0.00;5.20;1.65;7.60
82029990;0.00;0.00;0.00;0.00
82032010;0.00;0.00;0.65;3.00
82032010;0.00;5.20;1.65;7.60
82032090;0.00;5.20;0.65;3.00
82034000;0.00;0.00;0.00;0.00
82041100;0.00;5.20;1.65;7.60
82041200;0.00;0.00;1.65;7.60
82041200;0.00;5.20;1.65;7.60
82054000;0.00;5.20;1.65;7.60
82055900;0.00;5.20;1.65;7.60
82071990;0.00;0.00;0.00;0.00
82075011;0.00;0.00;0.65;3.00
82075011;0.00;0.00;1.65;7.60
82075011;0.00;5.20;1.65;7.60
82119390;0.00;0.00;0.65;3.00
82119390;0.00;7.80;0.00;0.00
82119390;0.00;7.80;1.65;7.60
82119400;0.00;0.00;0.00;0.00
82119400;0.00;0.00;1.65;7.60
82119400;0.00;6.50;1.65;7.60
82130000;0.00;0.00;1.65;7.60
82130000;0.00;7.80;1.65;7.60
82141000;0.00;6.50;0.00;0.00
83011000;0.00;0.00;1.65;7.60
83014000;0.00;0.00;1.65;7.60
83022000;0.00;6.50;1.65;7.60
83023000;0.00;6.50;1.65;7.60
83040000;0.00;6.50;1.65;7.60
83052000;0.00;0.00;0.00;0.00
83052000;0.00;0.00;1.65;7.60
83052000;0.00;6.50;1.65;7.60
83079000;0.00;3.25;0.00;0.00
83099000;4.00;0.00;1.65;7.60
83111000;0.00;6.50;1.65;7.60
84099112;0.00;0.00;0.00;0.00
84123110;0.00;0.00;1.65;7.60
84132000;4.00;3.25;1.65;7.60
84133090;0.00;0.00;0.00;0.00
84135090;7.00;3.25;1.65;7.60
84139190;0.00;0.00;0.65;3.00
84139190;0.00;3.25;1.65;7.60
84145990;0.00;0.00;0.00;0.00
84145990;18.00;0.00;1.65;7.60
84145990;20.50;0.00;1.65;7.60
84149034;0.00;3.25;1.65;7.60
84151011;0.00;20.00;1.65;7.60
84151011;12.00;20.00;0.00;0.00
84159010;0.00;20.00;1.65;7.60
84159020;0.00;20.00;1.65;7.60
84185000;0.00;0.00;0.00;0.00
84185000;0.00;0.00;1.65;7.60
84212300;0.00;0.00;0.00;0.00
84212990;0.00;0.00;0.00;0.00
84213990;0.00;0.00;0.00;0.00
84213990;0.00;0.00;1.65;7.60
84213990;18.00;0.00;1.65;7.60
84219910;0.00;5.20;1.65;7.60
84219999;0.00;0.00;0.00;0.00
84223029;4.00;0.00;1.65;7.60
84224090;0.00;0.00;1.65;7.60
84229090;0.00;3.25;1.65;7.60
84229090;18.00;3.25;1.65;7.60
84239029;0.00;6.50;1.65;7.60
84244100;18.00;0.00;1.65;7.60
84248910;18.00;3.25;1.65;7.60
84248990;4.00;3.25;0.65;3.00
84248990;4.00;3.25;1.65;7.60
84248990;20.50;3.25;1.65;7.60
84253110;0.00;0.00;1.65;7.60
84279000;0.00;0.00;1.65;7.60
84313900;0.00;0.00;1.65;7.60
84433111;0.00;0.00;1.65;7.60
84433299;18.00;15.00;1.65;7.60
84439199;0.00;0.00;1.65;7.60
84439923;0.00;3.25;0.65;3.00
84439923;0.00;3.25;1.65;7.60
84439933;0.00;0.00;0.00;0.00
84439933;0.00;3.25;0.00;0.00
84439933;0.00;3.25;1.65;7.60
84701000;0.00;0.00;1.65;7.60
84701000;0.00;9.75;0.00;0.00
84701000;0.00;9.75;1.65;7.60
84702900;0.00;9.75;1.65;7.60
84713012;0.00;15.00;1.65;7.60
84713019;0.00;15.00;1.65;7.60
84716052;0.00;0.00;0.00;0.00
84716052;0.00;0.00;1.65;7.60
84716052;0.00;9.75;0.00;0.00
84716052;0.00;9.75;1.65;7.60
84716053;0.00;0.00;0.00;0.00
84716053;0.00;0.00;1.65;7.60
84716053;0.00;9.75;0.00;0.00
84716053;0.00;9.75;1.65;7.60
84717040;0.00;0.00;0.00;0.00
84717040;0.00;9.75;1.65;7.60
84729040;0.00;0.00;1.65;7.60
84729040;0.00;13.00;0.00;0.00
84729040;0.00;13.00;1.65;7.60
84733011;0.00;0.00;0.00;0.00
84733011;0.00;6.50;1.65;7.60
84733019;0.00;0.00;0.00;0.00
84733041;0.00;0.00;0.00;0.00
84733041;0.00;15.00;1.65;7.60
84733042;0.00;0.00;0.00;0.00
84733042;0.00;15.00;1.65;7.60
84733090;0.00;0.00;0.00;0.00
84733090;0.00;6.50;1.65;7.60
84752990;0.00;0.00;0.65;3.00
84752990;0.00;0.00;1.65;7.60
84796000;0.00;0.00;1.65;7.60
84799090;0.00;0.00;1.65;7.60
84812090;0.00;0.00;0.00;0.00
84812090;0.00;0.00;1.65;7.60
84812090;4.00;0.00;1.65;7.60
84813000;0.00;0.00;1.65;7.60
84818019;0.00;0.00;1.65;7.60
84818092;0.00;0.00;1.65;7.60
84818095;0.00;0.00;0.00;0.00
84818095;0.00;0.00;1.65;7.60
84818099;0.00;3.25;1.65;7.60
84819090;0.00;0.00;1.65;7.60
84821010;0.00;0.00;0.00;0.00
84822010;0.00;0.00;0.00;0.00
84822090;0.00;0.00;0.00;0.00
84835010;0.00;0.00;0.00;0.00
84835090;0.00;0.00;0.00;0.00
84839000;0.00;0.00;0.00;0.00
85044021;0.00;0.00;0.00;0.00
85044040;0.00;0.00;0.00;0.00
85044090;0.00;9.75;1.65;7.60
85061019;0.00;0.00;1.65;7.60
85061020;0.00;0.00;1.65;7.60
85061020;0.00;9.75;0.00;0.00
85061020;0.00;9.75;1.65;7.60
85094010;20.50;6.50;1.65;7.60
85122022;0.00;0.00;0.00;0.00
85123000;0.00;0.00;0.00;0.00
85129000;0.00;0.00;0.00;0.00
85171300;0.00;0.00;1.65;7.60
85171300;0.00;15.00;1.65;7.60
85171830;0.00;6.50;1.65;7.60
85176241;0.00;0.00;0.00;0.00
85176241;0.00;15.00;1.65;7.60
85176900;0.00;9.75;1.65;7.60
85198900;0.00;0.00;0.00;0.00
85234920;0.00;0.00;0.00;0.00
85234920;0.00;9.75;1.65;7.60
85235210;0.00;0.00;0.00;0.00
85235900;0.00;9.75;1.65;7.60
85258913;0.00;13.00;1.65;7.60
85285200;0.00;0.00;0.00;0.00
85318000;0.00;0.00;0.00;0.00
85318000;0.00;9.75;0.00;0.00
85318000;0.00;9.75;1.65;7.60
85359090;0.00;0.00;0.65;3.00
85359090;0.00;3.25;1.65;7.60
85361000;0.00;0.00;0.00;0.00
85362000;0.00;0.00;0.00;0.00
85362000;0.00;0.00;0.65;3.00
85362000;0.00;0.00;1.65;7.60
85362000;0.00;6.50;1.65;7.60
85363090;0.00;0.00;0.65;3.00
85363090;0.00;0.00;1.65;7.60
85363090;0.00;9.75;1.65;7.60
85364100;0.00;0.00;0.00;0.00
85364900;0.00;0.00;0.00;0.00
85364900;0.00;0.00;0.65;3.00
85364900;0.00;3.25;1.65;7.60
85365090;0.00;0.00;0.00;0.00
85365090;0.00;0.00;0.65;3.00
85365090;0.00;9.75;1.65;7.60
85366910;0.00;0.00;0.00;0.00
85366910;0.00;9.75;0.00;0.00
85366910;0.00;9.75;1.65;7.60
85366990;0.00;0.00;0.00;0.00
85366990;0.00;9.75;0.00;0.00
85369040;0.00;0.00;0.00;0.00
85369040;0.00;0.00;0.65;3.00
85369050;0.00;0.00;0.00;0.00
85369090;0.00;0.00;0.00;0.00
85369090;0.00;0.00;1.65;7.60
85369090;0.00;9.75;1.65;7.60
85371090;0.00;9.75;1.65;7.60
85381000;0.00;0.00;0.00;0.00
85389020;0.00;0.00;0.65;3.00
85392110;0.00;0.00;0.00;0.00
85392190;0.00;0.00;0.00;0.00
85392910;0.00;0.00;0.00;0.00
85392990;0.00;0.00;0.65;3.00
85395200;0.00;0.00;0.00;0.00
85395200;0.00;0.00;0.65;3.00
85395200;0.00;6.50;1.65;7.60
85414122;0.00;0.00;0.65;3.00
85423190;0.00;0.00;0.00;0.00
85423190;0.00;2.00;1.65;7.60
85437099;18.00;6.50;1.65;7.60
85441100;0.00;0.00;0.00;0.00
85441100;0.00;0.00;1.65;7.60
85444200;0.00;0.00;0.00;0.00
85444200;0.00;0.00;0.65;3.00
85444200;0.00;5.00;1.65;7.60
85444900;0.00;0.00;0.00;0.00
85444900;0.00;0.00;0.65;3.00
85444900;0.00;0.00;1.65;7.60
85447010;0.00;0.00;0.65;3.00
85472090;0.00;0.00;0.00;0.00
87032100;18.00;5.27;1.65;7.60
87042210;0.00;0.00;1.65;7.60
87042310;0.00;0.00;0.00;0.00
87082919;18.00;3.25;1.65;7.60
87082999;0.00;0.00;0.00;0.00
87083019;0.00;0.00;0.00;0.00
87083090;0.00;0.00;0.00;0.00
87084090;0.00;0.00;0.00;0.00
87088000;0.00;0.00;0.00;0.00
87089100;0.00;0.00;0.00;0.00
87089300;0.00;0.00;0.00;0.00
87089482;0.00;0.00;0.00;0.00
87089990;0.00;0.00;0.00;0.00
87089990;18.00;3.25;1.65;7.60
87168000;0.00;0.00;0.00;0.00
87168000;0.00;3.25;1.65;7.60
87169090;0.00;0.00;0.00;0.00
90049020;0.00;0.00;0.00;0.00
90049020;0.00;3.25;0.00;0.00
90049020;0.00;3.25;1.65;7.60
90049020;18.00;3.25;1.65;7.60
90172000;0.00;0.00;1.65;7.60
90189095;0.00;0.00;1.65;7.60
90200010;0.00;0.00;1.65;7.60
90200010;18.00;0.00;1.65;7.60
90211010;0.00;0.00;1.65;7.60
90211099;0.00;0.00;0.00;0.00
90211099;0.00;0.00;1.65;7.60
90258000;0.00;9.75;1.65;7.60
90258000;18.00;9.75;1.65;7.60
90261029;0.00;0.00;1.65;7.60
90278099;18.00;0.00;1.65;7.60
90279099;0.00;0.00;0.00;0.00
90279099;0.00;3.25;1.65;7.60
90279099;18.00;3.25;1.65;7.60
90303100;0.00;0.00;0.65;3.00
90303990;0.00;0.00;0.65;3.00
91069000;0.00;9.75;1.65;7.60
94031000;0.00;3.25;0.00;0.00
94032000;18.00;0.00;1.65;7.60
94032090;0.00;3.25;1.65;7.60
94033000;0.00;3.25;0.00;0.00
94033000;0.00;3.25;1.65;7.60
94037000;7.00;3.25;1.65;7.60
94051190;0.00;0.00;0.65;3.00
94051190;0.00;9.75;1.65;7.60
95059000;0.00;0.00;0.65;3.00
96032900;18.00;0.00;1.65;7.60
96034010;0.00;0.00;0.00;0.00
96034010;0.00;0.00;0.65;3.00
96034010;0.00;0.00;1.65;7.60
96034090;0.00;0.00;0.65;3.00
96034090;0.00;0.00;1.65;7.60
96039000;0.00;0.00;1.65;7.60
96039000;18.00;0.00;1.65;7.60
96040000;18.00;0.00;1.65;7.60
96081000;0.00;0.00;1.65;7.60
96081000;0.00;20.00;1.65;7.60
96082000;0.00;0.00;0.00;0.00
96082000;0.00;0.00;1.65;7.60
96082000;0.00;13.00;1.65;7.60
96084000;0.00;13.00;1.65;7.60
96092000;0.00;0.00;1.65;7.60
96121000;0.00;15.00;1.65;7.60
