codigo_produto_acabado;descricao_produto_acabado;grupo;ncm
01010004;AMACIANTE ABRAÇO;AMACIANTES;38099190
01010005;AMACIANTE ABRAÇO - 2LT;AMACIANTES;38099190
01010006;AMACIANTE ABRAÇO - 2LT C/06;AMACIANTES;38099190
03000062;AMACIANTE ABRAÇO - PET 5L;AMACIANTES;38099190
03000064;AMACIANTE ABRAÇO - PET 5L FD C/04;AMACIANTES;38099190
01010001;AMACIANTE CARINHO;AMACIANTES;38099190
01019133;AMACIANTE CARINHO - 2LT;AMACIANTES;38099190
01019136;AMACIANTE CARINHO - 2LT C/06;AMACIANTES;38099190
03000061;AMACIANTE CARINHO - PET 5L;AMACIANTES;38099190
03000063;AMACIANTE CARINHO - PET 5L FD C/04;AMACIANTES;38099190
01010002;AMACIANTE FOFURA;AMACIANTES;38099190
01019132;AMACIANTE FOFURA - 2LT;AMACIANTES;38099190
01019155;AMACIANTE FOFURA - 2LT C/06;AMACIANTES;38099190
03000003;AMACIANTE FOFURA - PET 5L;AMACIANTES;38099190
03000004;AMACIANTE FOFURA - PET 5L FD C/04;AMACIANTES;38099190
01070009;AROMATIZANTE BABY;AROMATIZADORES;33079000
01075386;AROMATIZANTE BABY - 500ML;AROMATIZADORES;38085910
01073586;AROMATIZANTE BABY - 500ML CX06;AROMATIZADORES;38085910
010779123;AROMATIZANTE BAMBOO;AROMATIZADORES;33079000
01077780;AROMATIZANTE BAMBOO - 500ML;AROMATIZADORES;38085910
01077781;AROMATIZANTE BAMBOO - 500ML CX06;AROMATIZADORES;38085910
01070010;AROMATIZANTE CARRO NOVO;AROMATIZADORES;33079000
01076523;AROMATIZANTE CARRO NOVO - 500ML;AROMATIZADORES;38085910
01075632;AROMATIZANTE CARRO NOVO - 500ML CX06;AROMATIZADORES;33079000
01070013;AROMATIZANTE CHA BRANCO;AROMATIZADORES;33074100
01071236;AROMATIZANTE CHA BRANCO - 500ML;AROMATIZADORES;33079000
01071114;AROMATIZANTE CHA BRANCO - 500ML CX06;AROMATIZADORES;38085910
01070015;AROMATIZANTE DELUXE BLANC;AROMATIZADORES;33079000
0107963;AROMATIZANTE DELUXE BLANC - 500ML;AROMATIZADORES;38085910
0107123;AROMATIZANTE DELUXE BLANC - 500ML CX06;AROMATIZADORES;38085910
01077951;AROMATIZANTE FLORAL (ANTIGO);AROMATIZADORES;33079000
01070035;AROMATIZANTE FLORAL (ANTIGO) - 1LT;AROMATIZADORES;33079000
01077952;AROMATIZANTE FLORAL BOUQUET;AROMATIZADORES;33079000
01077216;AROMATIZANTE FLORAL BOUQUET - 1LT;AROMATIZADORES;38085910
01077416;AROMATIZANTE FLORAL BOUQUET - 1LT CX12;AROMATIZADORES;38085910
01070016;AROMATIZANTE FLORAL BOUQUET - 500ML;AROMATIZADORES;38085910
01070020;AROMATIZANTE FLORAL BOUQUET - 500ML CX06;AROMATIZADORES;38085910
03000089;AROMATIZANTE FLORAL BOUQUET - PET 5L;AROMATIZADORES;38085910
03000093;AROMATIZANTE FLORAL BOUQUET - PET 5L FD C/04;AROMATIZADORES;38085910
01077953;AROMATIZANTE LAVANDA PROVENCE;AROMATIZADORES;33079000
01076827;AROMATIZANTE LAVANDA PROVENCE - 1LT;AROMATIZADORES;38085910
01077027;AROMATIZANTE LAVANDA PROVENCE - 1LT CX12;AROMATIZADORES;38085910
01070017;AROMATIZANTE LAVANDA PROVENCE - 500ML;AROMATIZADORES;38085910
01070021;AROMATIZANTE LAVANDA PROVENCE - 500ML CX06;AROMATIZADORES;38085910
03000090;AROMATIZANTE LAVANDA PROVENCE - PET 5L;AROMATIZADORES;38085910
03000094;AROMATIZANTE LAVANDA PROVENCE - PET 5L FD C/04;AROMATIZADORES;38085910
01077954;AROMATIZANTE PALMOLUX;AROMATIZADORES;33079000
01072126;AROMATIZANTE PALMOLUX - 1LT;AROMATIZADORES;38085910
01072326;AROMATIZANTE PALMOLUX - 1LT CX12;AROMATIZADORES;38085910
01070019;AROMATIZANTE PALMOLUX - 500ML;AROMATIZADORES;38085910
01070023;AROMATIZANTE PALMOLUX - 500ML CX06;AROMATIZADORES;38085910
03000091;AROMATIZANTE PALMOLUX - PET 5L;AROMATIZADORES;38085910
03000096;AROMATIZANTE PALMOLUX - PET 5L FD C/04;AROMATIZADORES;38085910
01070036;AROMATIZANTE ROXO (JORGE) - 1LT CX12;AROMATIZADORES;33079000
01070014;AROMATIZANTE SANDALO;AROMATIZADORES;33079000
01077950;AROMATIZANTE SANDALO - 500ML;AROMATIZADORES;38085910
01078150;AROMATIZANTE SANDALO - 500ML CX06;AROMATIZADORES;38085910
01077955;AROMATIZANTE TALCO;AROMATIZADORES;33079000
01076875;AROMATIZANTE TALCO - 1LT;AROMATIZADORES;38085910
01077075;AROMATIZANTE TALCO - 1LT CX12;AROMATIZADORES;38085910
01070018;AROMATIZANTE TALCO - 500ML;AROMATIZADORES;38085910
01070022;AROMATIZANTE TALCO - 500ML CX06;AROMATIZADORES;38085910
03000092;AROMATIZANTE TALCO - PET 5L;AROMATIZADORES;38085910
03000097;AROMATIZANTE TALCO - PET 5L FD C/04;AROMATIZADORES;38085910
01070011;AROMATIZANTE VERBENA;AROMATIZADORES;33079000
01071118;AROMATIZANTE VERBENA - 500ML;AROMATIZADORES;38085910
01071232;AROMATIZANTE VERBENA - 500ML CX06;AROMATIZADORES;38085910
01020008;CERA AUTO BRILHO;CERAS;34049019
01020009;CERA AUTO BRILHO - 1LT;CERAS;34049019
01020010;CERA AUTO BRILHO - 1LT C/12;CERAS;34049019
01020011;CERA AUTO BRILHO - 5LT;CERAS;34049019
01020012;CERA AUTO BRILHO - 5LT C/04;CERAS;34049019
01108045;CERA AUTOMOTIVA;CERAS;34049019
01104369;CERA AUTOMOTIVA - 10KG;CERAS;34049019
01104367;CERA AUTOMOTIVA - 2,5KG;CERAS;34049019
01100011;CERA AUTOMOTIVA - 2,5KG C/4;CERAS;34049019
01102303;CERA AUTOMOTIVA - 450GR;CERAS;34049019
01100008;CERA AUTOMOTIVA - 450GR CX12;CERAS;34049019
01101234;CERA AUTOMOTIVA BRANCA;CERAS;34049019
01101236;CERA AUTOMOTIVA BRANCA - 2,5KG;CERAS;34049019
01108095;CERA AUTOMOTIVA BRANCA - 2,5KG CX08;CERAS;34049019
01116003;CERA B AGUA INCOLOR CONCENTRADO;CERAS;34049019
01115871;CERA B AGUA INCOLOR CONCENTRADO - 1LT;CERAS;34049019
01116071;CERA B AGUA INCOLOR CONCENTRADO - 1LT C/12;CERAS;34049019
01116014;CERA B AGUA INCOLOR CONCENTRADO - BB50LT;CERAS;34049019
01020004;CERA BASE D AGUA INCOLOR;CERAS;34049019
01026689;CERA BASE D AGUA INCOLOR - 1LT;CERAS;34049019
01026889;CERA BASE D AGUA INCOLOR - 1LT C/12;CERAS;34049019
01020478;CERA BASE D AGUA INCOLOR - 5LT;CERAS;34049019
01020678;CERA BASE D AGUA INCOLOR - 5LT C/04;CERAS;34049019
01050001;AGUA SANITARIA;CLORADOS;38089419
010112341;AGUA SANITARIA - 1LT;CLORADOS;38089419
010112346;AGUA SANITARIA - 1LT C/12;CLORADOS;38089419
01052952;AGUA SANITARIA - 5LT;CLORADOS;38089419
01053152;AGUA SANITARIA - 5LT C/04;CLORADOS;38089419
01055876;CLORO 10% - 1LT;CLORADOS;28289011
01056076;CLORO 10% - 1LT C/12;CLORADOS;38089419
01055888;CLORO 10% - 5LT;CLORADOS;38089419
01056088;CLORO 10% - 5LT C/04;CLORADOS;38089419
01056232;CLORO 2%;CLORADOS;38089419
01056233;CLORO 2% - 1LT;CLORADOS;38089419
01055889;CLORO 2% - 1LT C/12;CLORADOS;38089419
01056231;CLORO 2% - 5LT;CLORADOS;38089419
01056431;CLORO 2% - 5LT C/04;CLORADOS;38089419
01050003;CLORO 5%;CLORADOS;38089419
01055878;CLORO 5% - 1LT;CLORADOS;38089419
01056234;CLORO 5% - 1LT C/12;CLORADOS;38089419
01053133;CLORO 5% - 5LT;CLORADOS;38089419
01053333;CLORO 5% - 5LT C/04;CLORADOS;38089419
03000121;CLORO EM GEL;CLORADOS;38089419
0105112;CLORO EM GEL - 500ML;CLORADOS;38089419
01050027;CLORO EM GEL - 500ML C/12;CLORADOS;38089419
0105115;CLORO EM GEL - 5LT;CLORADOS;38089419
0105117;CLORO EM GEL - 5LT C/04;CLORADOS;38089419
02300054;DEO FEM 212 SEXY;DEO-COLONIA;
02310054;DEO FEM 212 SEXY - 100ML;DEO-COLONIA;33029019
02300056;DEO FEM 212 VIP ROSE;DEO-COLONIA;
02310056;DEO FEM 212 VIP ROSE - 100ML;DEO-COLONIA;33029019
02300055;DEO FEM 212 WHITE;DEO-COLONIA;
02310055;DEO FEM 212 WHITE - 100ML;DEO-COLONIA;33029019
03027370;DEO FEM ACGUA DI GIO;DEO-COLONIA;
03027369;DEO FEM ACGUA DI GIO - 100ML;DEO-COLONIA;33029019
03027371;DEO FEM ACQUA FRESCA;DEO-COLONIA;
03020202;DEO FEM ACQUA FRESCA - 100ML;DEO-COLONIA;33029019
030271234;DEO FEM ANAIS ANAIS;DEO-COLONIA;
03028000;DEO FEM ANAIS ANAIS - 100ML;DEO-COLONIA;33029019
03027375;DEO FEM ANGEL;DEO-COLONIA;33029019
03022185;DEO FEM ANGEL - 100ML;DEO-COLONIA;33029019
03027376;DEO FEM ANGEL INNOCENNT;DEO-COLONIA;
03027347;DEO FEM ANGEL INNOCENNT - 100ML;DEO-COLONIA;33029019
02306200;DEO FEM BIOGRAFIA;DEO-COLONIA;
02316200;DEO FEM BIOGRAFIA - 100ML;DEO-COLONIA;33029019
03027381;DEO FEM CAROLINA HERRERA;DEO-COLONIA;
03022912;DEO FEM CAROLINA HERRERA - 100ML;DEO-COLONIA;33029019
03027382;DEO FEM CAROLINA HERRERA 212;DEO-COLONIA;
03029271;DEO FEM CAROLINA HERRERA 212 - 100ML;DEO-COLONIA;33029019
03027384;DEO FEM CHANEL N 05;DEO-COLONIA;
03024254;DEO FEM CHANEL N 05 - 100ML;DEO-COLONIA;33029019
03027386;DEO FEM COFFEE;DEO-COLONIA;
03020597;DEO FEM COFFEE - 100ML;DEO-COLONIA;33029019
02300051;DEO FEM DIESEL;DEO-COLONIA;
02310051;DEO FEM DIESEL - 100ML;DEO-COLONIA;33029019
0302000001;DEO FEM DOLCE GABBANA;DEO-COLONIA;33029019
0302000004;DEO FEM DOLCE GABBANA - 100ML;DEO-COLONIA;33029019
03027389;DEO FEM DUNNE;DEO-COLONIA;
03023875;DEO FEM DUNNE - 100ML;DEO-COLONIA;33029019
03027390;DEO FEM FEMME.COM;DEO-COLONIA;
03020823;DEO FEM FEMME.COM - 100ML;DEO-COLONIA;33029019
03027392;DEO FEM FLORATTA;DEO-COLONIA;
03028652;DEO FEM FLORATTA - 100ML;DEO-COLONIA;33029019
03027393;DEO FEM FREE;DEO-COLONIA;
03029540;DEO FEM FREE - 100ML;DEO-COLONIA;33029019
03027395;DEO FEM GABRIELA SABATINI;DEO-COLONIA;
03021950;DEO FEM GABRIELA SABATINI - 100ML;DEO-COLONIA;33029019
030274001;DEO FEM GLAMOUR;DEO-COLONIA;
03029340;DEO FEM GLAMOUR - 100ML;DEO-COLONIA;33029019
0302000007;DEO FEM GOOD GIRL;DEO-COLONIA;33029019
0302000008;DEO FEM GOOD GIRL - 100ML;DEO-COLONIA;33029019
030274003;DEO FEM HOJE;DEO-COLONIA;
03023609;DEO FEM HOJE - 100ML;DEO-COLONIA;33029019
030274004;DEO FEM HUGO BOSS;DEO-COLONIA;
03020881;DEO FEM HUGO BOSS - 100ML;DEO-COLONIA;33029019
03027405;DEO FEM INSENZATEZ;DEO-COLONIA;
03021987;DEO FEM INSENZATEZ - 100ML;DEO-COLONIA;33029019
030274008;DEO FEM KOUROS;DEO-COLONIA;
03027125;DEO FEM KOUROS - 100ML;DEO-COLONIA;33029019
030274009;DEO FEM KRISKA;DEO-COLONIA;
03026106;DEO FEM KRISKA - 100ML;DEO-COLONIA;33029019
0302000002;DEO FEM LA VIE EST BELLE;DEO-COLONIA;33029019
0302000005;DEO FEM LA VIE EST BELLE - 100ML;DEO-COLONIA;33029019
02300050;DEO FEM LADY MILLION;DEO-COLONIA;
02310050;DEO FEM LADY MILLION - 100ML;DEO-COLONIA;33029019
03027411;DEO FEM LAVANDA INGLESA;DEO-COLONIA;
03023702;DEO FEM LAVANDA INGLESA - 100ML;DEO-COLONIA;33029019
03027415;DEO FEM LUA;DEO-COLONIA;
03024213;DEO FEM LUA - 100ML;DEO-COLONIA;33029019
0302000009;DEO FEM MISS DIOR;DEO-COLONIA;33029019
0302000010;DEO FEM MISS DIOR - 100ML;DEO-COLONIA;33029019
03027419;DEO FEM PARIS;DEO-COLONIA;
03028003;DEO FEM PARIS - 100ML;DEO-COLONIA;33029019
03027421;DEO FEM POLLO BLUE;DEO-COLONIA;
03027978;DEO FEM POLLO BLUE - 100ML;DEO-COLONIA;33029019
03027422;DEO FEM SOL;DEO-COLONIA;
03027235;DEO FEM SOL - 100ML;DEO-COLONIA;33029019
03027424;DEO FEM THATHY;DEO-COLONIA;
03020380;DEO FEM THATHY - 100ML;DEO-COLONIA;33029019
02300053;DEO FEM VS APPLE;DEO-COLONIA;
02310053;DEO FEM VS APPLE - 100ML;DEO-COLONIA;33029019
02300052;DEO FEM VS VERY SEXY;DEO-COLONIA;
02310052;DEO FEM VS VERY SEXY - 100ML;DEO-COLONIA;33029019
02300057;DEO MAS 212 VIP BLACK;DEO-COLONIA;
02310057;DEO MAS 212 VIP BLACK - 100ML;DEO-COLONIA;33029019
02300060;DEO MAS 212 VIP SILVER;DEO-COLONIA;
02310060;DEO MAS 212 VIP SILVER - 100ML;DEO-COLONIA;33029019
03027431;DEO MAS ACGUA DI GIO;DEO-COLONIA;
03025237;DEO MAS ACGUA DI GIO - 100ML;DEO-COLONIA;33029019
03027434;DEO MAS AZARRO;DEO-COLONIA;
03025446;DEO MAS AZARRO - 100ML;DEO-COLONIA;33029019
03027438;DEO MAS BALDESSARINI;DEO-COLONIA;
03021583;DEO MAS BALDESSARINI - 100ML;DEO-COLONIA;33029019
03027439;DEO MAS BIOGRAFIA;DEO-COLONIA;
03024614;DEO MAS BIOGRAFIA - 100ML;DEO-COLONIA;33029019
02300059;DEO MAS BULGARI BLACK;DEO-COLONIA;
02310059;DEO MAS BULGARI BLACK - 100ML;DEO-COLONIA;33029019
03027442;DEO MAS CAROLINA HERRERA;DEO-COLONIA;
03029446;DEO MAS CAROLINA HERRERA - 100ML;DEO-COLONIA;33029019
03027443;DEO MAS CHANEL ALLURE;DEO-COLONIA;
03025159;DEO MAS CHANEL ALLURE - 100ML;DEO-COLONIA;33029019
03027444;DEO MAS CK BE;DEO-COLONIA;
03027495;DEO MAS CK BE - 100ML;DEO-COLONIA;33029019
03027445;DEO MAS CK ONE;DEO-COLONIA;
03021715;DEO MAS CK ONE - 100ML;DEO-COLONIA;33029019
03027448;DEO MAS CONNEXION;DEO-COLONIA;
03029026;DEO MAS CONNEXION - 100ML;DEO-COLONIA;33029019
02300058;DEO MAS DIESEL;DEO-COLONIA;
02310058;DEO MAS DIESEL - 100ML;DEO-COLONIA;33029019
03027449;DEO MAS DOLCE&GABBANNA;DEO-COLONIA;
03022769;DEO MAS DOLCE&GABBANNA - 100ML;DEO-COLONIA;33029019
03027450;DEO MAS DRAKKAIR;DEO-COLONIA;
03023166;DEO MAS DRAKKAIR - 100ML;DEO-COLONIA;33029019
03027451;DEO MAS DUNNE;DEO-COLONIA;
03024000;DEO MAS DUNNE - 100ML;DEO-COLONIA;33029019
03027452;DEO MAS EGEO;DEO-COLONIA;
03025823;DEO MAS EGEO - 100ML;DEO-COLONIA;33029019
03027453;DEO MAS ESSENCIAL;DEO-COLONIA;
03025989;DEO MAS ESSENCIAL - 100ML;DEO-COLONIA;33029019
03027454;DEO MAS ETERNITY;DEO-COLONIA;
03020730;DEO MAS ETERNITY - 100ML;DEO-COLONIA;33029019
03027455;DEO MAS FARENHAITY;DEO-COLONIA;
03025118;DEO MAS FARENHAITY - 100ML;DEO-COLONIA;33029019
03027456;DEO MAS FERRARI BLACK;DEO-COLONIA;
03024125;DEO MAS FERRARI BLACK - 100ML;DEO-COLONIA;33029019
03027457;DEO MAS FERRARI RED;DEO-COLONIA;
03020218;DEO MAS FERRARI RED - 100ML;DEO-COLONIA;33029019
03027459;DEO MAS HOJE;DEO-COLONIA;
03028929;DEO MAS HOJE - 100ML;DEO-COLONIA;33029019
03027460;DEO MAS HUGO BOSS;DEO-COLONIA;
03025088;DEO MAS HUGO BOSS - 100ML;DEO-COLONIA;33029019
03027461;DEO MAS HUGO BOSS ELEMENTS;DEO-COLONIA;
03022260;DEO MAS HUGO BOSS ELEMENTS - 100ML;DEO-COLONIA;33029019
03027463;DEO MAS INTENSE;DEO-COLONIA;
03027685;DEO MAS INTENSE - 100ML;DEO-COLONIA;33029019
0302000003;DEO MAS INVICTUS;DEO-COLONIA;33029019
0302000006;DEO MAS INVICTUS - 100ML;DEO-COLONIA;33029019
03027464;DEO MAS KAYAK;DEO-COLONIA;
03025024;DEO MAS KAYAK - 100ML;DEO-COLONIA;33029019
03027468;DEO MAS MALBEC;DEO-COLONIA;
03026548;DEO MAS MALBEC - 100ML;DEO-COLONIA;33029019
03027469;DEO MAS MINOTAURE;DEO-COLONIA;
03021729;DEO MAS MINOTAURE - 100ML;DEO-COLONIA;33029019
03027470;DEO MAS MONT BLANC PRESENCE;DEO-COLONIA;
03029900;DEO MAS MONT BLANC PRESENCE - 100ML;DEO-COLONIA;33029019
02300061;DEO MAS ONE MILLION;DEO-COLONIA;
02310061;DEO MAS ONE MILLION - 100ML;DEO-COLONIA;33029019
03027471;DEO MAS PACO RABANNE;DEO-COLONIA;
03024346;DEO MAS PACO RABANNE - 100ML;DEO-COLONIA;33029019
03027472;DEO MAS POLLO;DEO-COLONIA;
03020260;DEO MAS POLLO - 100ML;DEO-COLONIA;33029019
03027473;DEO MAS POLLO SPORT;DEO-COLONIA;
03024888;DEO MAS POLLO SPORT - 100ML;DEO-COLONIA;33029019
03027474;DEO MAS PORTINARI;DEO-COLONIA;
03023222;DEO MAS PORTINARI - 100ML;DEO-COLONIA;33029019
03027475;DEO MAS QUASAR;DEO-COLONIA;33029019
03023610;DEO MAS QUASAR - 100ML;DEO-COLONIA;33029019
03027477;DEO MAS SINTONIA;DEO-COLONIA;
03024105;DEO MAS SINTONIA - 100ML;DEO-COLONIA;33029019
03027479;DEO MAS STYLETTO;DEO-COLONIA;
03023053;DEO MAS STYLETTO - 100ML;DEO-COLONIA;33029019
03027480;DEO MAS TED LAPIDUS;DEO-COLONIA;
03021705;DEO MAS TED LAPIDUS - 100ML;DEO-COLONIA;33029019
03027481;DEO MAS TOMMY HELFINGER;DEO-COLONIA;
03026145;DEO MAS TOMMY HELFINGER - 100ML;DEO-COLONIA;33029019
03027483;DEO MAS UOMINI BLACK;DEO-COLONIA;
03027024;DEO MAS UOMINI BLACK - 100ML;DEO-COLONIA;33029019
04020067;ACIDO SULFONICO 90 - TB220KG TEBRAS;DESCONTINUALIZADOS;34023100
01050010;AGUA SANITARIA - 2LT;DESCONTINUALIZADOS;28289019
01050011;AGUA SANITARIA - 2LT CX06;DESCONTINUALIZADOS;28289019
03000001;AGUA SANITARIA - PET 5L;DESCONTINUALIZADOS;28289019
04026258;ALCOOL CETOESTEARILICO - 1KG;DESCONTINUALIZADOS;38237010
01070012;ALCOOL EM GEL 67 - 500ML CX24;DESCONTINUALIZADOS;22071010
01070001;ALCOOL EM GEL PARA LIMPEZA;DESCONTINUALIZADOS;22071010
01076294;ALCOOL EM GEL PARA LIMPEZA 70 - 500ML;DESCONTINUALIZADOS;22071010
01070212;ALCOOL EM GEL PARA LIMPEZA 70 - 500ML CX24;DESCONTINUALIZADOS;22071010
01075185;ALCOOL EM GEL PARA LIMPEZA 70 - 5LT;DESCONTINUALIZADOS;22071010
01075385;ALCOOL EM GEL PARA LIMPEZA 70 - 5LT CX04;DESCONTINUALIZADOS;22071010
04020008;ALCOOL ISOPROPILICO - 500ML CX24;DESCONTINUALIZADOS;29051220
04020021;ALCOOL LIQUIDO 70 - 1LT CX12;DESCONTINUALIZADOS;22071010
04020024;ALCOOL LIQUIDO 70 - 5LT CX04;DESCONTINUALIZADOS;22071010
01059343;ALVEJANTE S/ CLORO - 5LT;DESCONTINUALIZADOS;32064100
01059543;ALVEJANTE S/ CLORO - 5LT CX04;DESCONTINUALIZADOS;32064100
01111532;ALVEJANTE SEM CLORO CONCENTRADO;DESCONTINUALIZADOS;
01010007;AMACIANTE ABRAÇO - 5LT;DESCONTINUALIZADOS;38099190
01010008;AMACIANTE ABRAÇO - 5LT C/04;DESCONTINUALIZADOS;38099190
01010491;AMACIANTE CARINHO - 5LT;DESCONTINUALIZADOS;38099190
01010691;AMACIANTE CARINHO - 5LT C/04;DESCONTINUALIZADOS;38099190
01121236;AMACIANTE CONCENTRADO (BASE FRIA AZUL);DESCONTINUALIZADOS;
01121234;AMACIANTE CONCENTRADO (BASE FRIA BRANCA);DESCONTINUALIZADOS;
01128797;AMACIANTE CONCENTRADO AZUL - 1LT;DESCONTINUALIZADOS;38099190
0112555;AMACIANTE CONCENTRADO AZUL - 1LT CX12;DESCONTINUALIZADOS;38099190
01121235;AMACIANTE CONCENTRADO BRANCO - 1LT;DESCONTINUALIZADOS;38099190
0112554;AMACIANTE CONCENTRADO BRANCO - 1LT CX12;DESCONTINUALIZADOS;38099190
01011234;AMACIANTE FOFURA - 1LT;DESCONTINUALIZADOS;38099190
01011434;AMACIANTE FOFURA - 1LT CX12;DESCONTINUALIZADOS;38099190
01019130;AMACIANTE FOFURA - 5LT;DESCONTINUALIZADOS;38099190
01019330;AMACIANTE FOFURA - 5LT C/04;DESCONTINUALIZADOS;38099190
04020018;AMIDA 60 - 1KG CX12;DESCONTINUALIZADOS;34029090
04021759;AMONEA VENDA;DESCONTINUALIZADOS;
01071234;AROMATIZANTE BABY - 1LT;DESCONTINUALIZADOS;33029019
01071119;AROMATIZANTE BABY - 1LT CX12;DESCONTINUALIZADOS;33029019
01077778;AROMATIZANTE BABY - 5LT;DESCONTINUALIZADOS;33074100
017778;AROMATIZANTE BABY - 5LT CX04;DESCONTINUALIZADOS;33074100
010779122;AROMATIZANTE BAMBOO - 1LT;DESCONTINUALIZADOS;33074900
010779322;AROMATIZANTE BAMBOO - 1LT CX12;DESCONTINUALIZADOS;33074100
0107795111;AROMATIZANTE BAMBOO - 5LT;DESCONTINUALIZADOS;33074100
0107795311;AROMATIZANTE BAMBOO - 5LT CX04;DESCONTINUALIZADOS;33074100
0107536;AROMATIZANTE CARRO NOVO - 1LT;DESCONTINUALIZADOS;33074100
0107452;AROMATIZANTE CARRO NOVO - 1LT CX12;DESCONTINUALIZADOS;33074100
01071239;AROMATIZANTE CARRO NOVO - 5LT;DESCONTINUALIZADOS;33074100
01071112;AROMATIZANTE CARRO NOVO - 5LT CX04;DESCONTINUALIZADOS;33074100
01071111;AROMATIZANTE CHA BRANCO - 1LT;DESCONTINUALIZADOS;33074100
01071121;AROMATIZANTE CHA BRANCO - 1LT CX12;DESCONTINUALIZADOS;33074100
01071235;AROMATIZANTE CHA BRANCO - 5LT;DESCONTINUALIZADOS;33074100
01071120;AROMATIZANTE CHA BRANCO - 5LT CX04;DESCONTINUALIZADOS;33074100
01071233;AROMATIZANTE DELUXE BLANC - 1LT;DESCONTINUALIZADOS;33074100
01071116;AROMATIZANTE DELUXE BLANC - 1LT CX12;DESCONTINUALIZADOS;33074100
01071231;AROMATIZANTE DELUXE BLANC - 5LT;DESCONTINUALIZADOS;33074100
01071115;AROMATIZANTE DELUXE BLANC - 5LT CX04;DESCONTINUALIZADOS;33074100
01073053;AROMATIZANTE FLORAL BOUQUET - 5LT C/04;DESCONTINUALIZADOS;33029019
01074468;AROMATIZANTE LAVANDA PROVENCE - 5LT C/04;DESCONTINUALIZADOS;33029019
01079291;AROMATIZANTE PALMOLUX - 5LT C/04;DESCONTINUALIZADOS;33029019
01071237;AROMATIZANTE SANDALO - 1LT;DESCONTINUALIZADOS;33074100
01071113;AROMATIZANTE SANDALO - 1LT CX12;DESCONTINUALIZADOS;33074100
01071612;AROMATIZANTE SANDALO - 5LT;DESCONTINUALIZADOS;33074100
01071812;AROMATIZANTE SANDALO - 5LT CX04;DESCONTINUALIZADOS;33074100
01078107;AROMATIZANTE TALCO - 5LT C/04;DESCONTINUALIZADOS;33029019
01078552;AROMATIZANTE VERBENA - 1LT;DESCONTINUALIZADOS;33074100
01071548;AROMATIZANTE VERBENA - 1LT CX12;DESCONTINUALIZADOS;33074100
01071238;AROMATIZANTE VERBENA - 5LT;DESCONTINUALIZADOS;33074100
01071117;AROMATIZANTE VERBENA - 5LT CX04;DESCONTINUALIZADOS;33074100
01121577;BASE ANTIESTATICA (AMACIANTE QUENTE AZUL);DESCONTINUALIZADOS;38099190
01123456;BASE ANTIESTATICA (AMACIANTE QUENTE AZUL) - 1KG;DESCONTINUALIZADOS;38099190
01121578;BASE ANTIESTATICA (AMACIANTE QUENTE BRANCA);DESCONTINUALIZADOS;
01124235;BASE ANTIESTATICA (AMACIANTE QUENTE BRANCA) - 1KG;DESCONTINUALIZADOS;38099190
04026049;BASE ANTIESTATICA (AMACIANTE) - 1KG;DESCONTINUALIZADOS;38099190
01121327;BASE, HS;DESCONTINUALIZADOS;34029031
01120311;BASE, MIRJ;DESCONTINUALIZADOS;34011190
0112333;BASE, PERFUME - 500ML CX24;DESCONTINUALIZADOS;22071090
01020002;CERA ARDOSIA INCOLOR;DESCONTINUALIZADOS;34049019
01028287;CERA ARDOSIA INCOLOR - 5LT;DESCONTINUALIZADOS;34049019
01028487;CERA ARDOSIA INCOLOR - 5LT CX04;DESCONTINUALIZADOS;34049019
01020001;CERA ARDOSIA VERDE;DESCONTINUALIZADOS;34049019
01027679;CERA ARDOSIA VERDE - 5LT;DESCONTINUALIZADOS;34049019
01027879;CERA ARDOSIA VERDE - 5LT CX04;DESCONTINUALIZADOS;34049019
01023396;CERA AUTO BRILHO INCOLOR;DESCONTINUALIZADOS;34049019
01026392;CERA AUTO BRILHO INCOLOR - 5LT;DESCONTINUALIZADOS;34049019
01026592;CERA AUTO BRILHO INCOLOR - 5LT CX04;DESCONTINUALIZADOS;34049019
01108099;CERA AUTOMOTIVA - 2,5KG CX08;DESCONTINUALIZADOS;34049019
01108098;CERA AUTOMOTIVA - 450GR CX24;DESCONTINUALIZADOS;34049019
011012135;CERA AUTOMOTIVA BRANCA - 450GR;DESCONTINUALIZADOS;34049019
010201259;CERA BASE D AGUA INCOLOR PERFUMADA;DESCONTINUALIZADOS;
01026623;CERA BASE D AGUA INCOLOR PERFUMADA - 5LT;DESCONTINUALIZADOS;34049019
01026823;CERA BASE D AGUA INCOLOR PERFUMADA - 5LT CX04;DESCONTINUALIZADOS;34049019
01020003;CERA BASE D AGUA PRETA;DESCONTINUALIZADOS;34049019
01021389;CERA BASE D AGUA PRETA - 5LT;DESCONTINUALIZADOS;34049019
01021589;CERA BASE D AGUA PRETA - 5LT CX04;DESCONTINUALIZADOS;34049019
01020006;CERA BASE D AGUA VERDE;DESCONTINUALIZADOS;34049019
01020842;CERA BASE D AGUA VERDE - 5LT;DESCONTINUALIZADOS;34049019
01021042;CERA BASE D AGUA VERDE - 5LT CX04;DESCONTINUALIZADOS;34049019
01027387;CERA BASE D AGUA VERMELHA;DESCONTINUALIZADOS;34049019
01028994;CERA BASE D AGUA VERMELHA - 5LT;DESCONTINUALIZADOS;34049019
01029194;CERA BASE D AGUA VERMELHA - 5LT CX04;DESCONTINUALIZADOS;34049019
